seller_name,seller_sku,daily_sales_sku,sellerboard_date
banbaloo,5Y-8TNB-GV76,541.37,2020-11-09
banbaloo,5Y-8TNB-GV76,811.83,2020-11-10
banbaloo,5Y-8TNB-GV76,749.91,2020-11-11
banbaloo,5Y-8TNB-GV76,782.27,2020-11-12
banbaloo,5Y-8TNB-GV76,630.28,2020-11-13
banbaloo,5Y-8TNB-GV76,751.18,2020-11-14
banbaloo,5Y-8TNB-GV76,596.11,2020-11-15
banbaloo,5Y-8TNB-GV76,691.87,2020-11-16
banbaloo,5Y-8TNB-GV76,655.45,2020-11-17
banbaloo,5Y-8TNB-GV76,602.13,2020-11-18
banbaloo,5Y-8TNB-GV76,449.87,2020-11-19
banbaloo,5Y-8TNB-GV76,599.55,2020-11-20
banbaloo,5Y-8TNB-GV76,539.34,2020-11-21
banbaloo,5Y-8TNB-GV76,662.67,2020-11-22
banbaloo,5Y-8TNB-GV76,722.71,2020-11-23
banbaloo,5Y-8TNB-GV76,666.75,2020-11-24
banbaloo,5Y-8TNB-GV76,432.36,2020-11-25
banbaloo,5Y-8TNB-GV76,464.65,2020-11-26
banbaloo,5Y-8TNB-GV76,741.46,2020-11-27
banbaloo,5Y-8TNB-GV76,555.38,2020-11-28
banbaloo,5Y-8TNB-GV76,310.38,2020-11-29
banbaloo,5Y-8TNB-GV76,556.51,2020-11-30
banbaloo,5Y-8TNB-GV76,339.64,2020-12-01
banbaloo,5Y-8TNB-GV76,706.15,2020-12-02
banbaloo,5Y-8TNB-GV76,401.13,2020-12-03
banbaloo,5Y-8TNB-GV76,434.58,2020-12-04
banbaloo,5Y-8TNB-GV76,463.98,2020-12-05
banbaloo,5Y-8TNB-GV76,734.19,2020-12-06
banbaloo,5Y-8TNB-GV76,619.88,2020-12-07
banbaloo,5Y-8TNB-GV76,741.64,2020-12-08
banbaloo,5Y-8TNB-GV76,726.69,2020-12-09
banbaloo,5Y-8TNB-GV76,613.44,2020-12-10
banbaloo,5Y-8TNB-GV76,320.93,2020-12-11
banbaloo,5Y-8TNB-GV76,708.55,2020-12-12
banbaloo,5Y-8TNB-GV76,486.35,2020-12-13
banbaloo,5Y-8TNB-GV76,487.77,2020-12-14
banbaloo,5Y-8TNB-GV76,543.94,2020-12-15
banbaloo,5Y-8TNB-GV76,587.76,2020-12-16
banbaloo,5Y-8TNB-GV76,489.55,2020-12-17
banbaloo,5Y-8TNB-GV76,356.59,2020-12-18
banbaloo,5Y-8TNB-GV76,554.18,2020-12-19
banbaloo,5Y-8TNB-GV76,678.12,2020-12-20
banbaloo,5Y-8TNB-GV76,196.97,2020-12-21
banbaloo,5Y-8TNB-GV76,520.11,2020-12-22
banbaloo,5Y-8TNB-GV76,162.43,2020-12-23
banbaloo,5Y-8TNB-GV76,290.27,2020-12-24
banbaloo,5Y-8TNB-GV76,326.31,2020-12-25
banbaloo,5Y-8TNB-GV76,552.76,2020-12-26
banbaloo,5Y-8TNB-GV76,520.59,2020-12-27
banbaloo,5Y-8TNB-GV76,1013.66,2020-12-28
banbaloo,5Y-8TNB-GV76,1040.39,2020-12-29
banbaloo,5Y-8TNB-GV76,746.69,2020-12-30
banbaloo,5Y-8TNB-GV76,451.93,2020-12-31
banbaloo,5Y-8TNB-GV76,954.41,2021-01-01
banbaloo,5Y-8TNB-GV76,827.57,2021-01-02
banbaloo,5Y-8TNB-GV76,892.73,2021-01-03
banbaloo,5Y-8TNB-GV76,1052.32,2021-01-04
banbaloo,5Y-8TNB-GV76,670.32,2021-01-05
banbaloo,5Y-8TNB-GV76,478.8,2021-01-06
banbaloo,5Y-8TNB-GV76,411.65,2021-01-07
banbaloo,5Y-8TNB-GV76,574.56,2021-01-08
banbaloo,5Y-8TNB-GV76,637.31,2021-01-09
banbaloo,5Y-8TNB-GV76,765.01,2021-01-10
banbaloo,5Y-8TNB-GV76,890.84,2021-01-11
banbaloo,5Y-8TNB-GV76,477.21,2021-01-12
banbaloo,5Y-8TNB-GV76,731.57,2021-01-13
banbaloo,5Y-8TNB-GV76,350.6,2021-01-14
banbaloo,5Y-8TNB-GV76,667.7,2021-01-15
banbaloo,5Y-8TNB-GV76,478.27,2021-01-16
banbaloo,5Y-8TNB-GV76,795.91,2021-01-17
banbaloo,5Y-8TNB-GV76,761.3,2021-01-18
banbaloo,5Y-8TNB-GV76,775.2,2021-01-19
banbaloo,5Y-8TNB-GV76,359.82,2021-01-20
banbaloo,5Y-8TNB-GV76,784.99,2021-01-21
banbaloo,5Y-8TNB-GV76,376.21,2021-01-22
banbaloo,5Y-8TNB-GV76,550.76,2021-01-23
banbaloo,5Y-8TNB-GV76,369.7,2021-01-24
banbaloo,5Y-8TNB-GV76,369.08,2021-01-25
banbaloo,5Y-8TNB-GV76,434.39,2021-01-26
banbaloo,5Y-8TNB-GV76,251.71,2021-01-27
banbaloo,5Y-8TNB-GV76,433.56,2021-01-28
banbaloo,5Y-8TNB-GV76,395.01,2021-01-29
banbaloo,5Y-8TNB-GV76,286.47,2021-01-30
banbaloo,5Y-8TNB-GV76,389.02,2021-01-31
banbaloo,5Y-8TNB-GV76,335,2021-02-01
banbaloo,5Y-8TNB-GV76,301.1,2021-02-02
banbaloo,5Y-8TNB-GV76,531.58,2021-02-03
banbaloo,5Y-8TNB-GV76,335,2021-02-04
banbaloo,5Y-8TNB-GV76,403.32,2021-02-05
banbaloo,5Y-8TNB-GV76,266.67,2021-02-06
banbaloo,5Y-8TNB-GV76,903.19,2021-02-07
banbaloo,5Y-8TNB-GV76,569.05,2021-02-08
banbaloo,5Y-8TNB-GV76,433.02,2021-02-09
banbaloo,5Y-8TNB-GV76,565.34,2021-02-10
banbaloo,5Y-8TNB-GV76,568.88,2021-02-11
banbaloo,5Y-8TNB-GV76,499.91,2021-02-12
banbaloo,5Y-8TNB-GV76,468.31,2021-02-13
banbaloo,5Y-8TNB-GV76,301.39,2021-02-14
banbaloo,5Y-8TNB-GV76,302.49,2021-02-15
banbaloo,5Y-8TNB-GV76,602.73,2021-02-16
banbaloo,5Y-8TNB-GV76,601,2021-02-17
banbaloo,5Y-8TNB-GV76,367.49,2021-02-18
banbaloo,5Y-8TNB-GV76,401.32,2021-02-19
banbaloo,5Y-8TNB-GV76,300.81,2021-02-20
banbaloo,5Y-8TNB-GV76,535.76,2021-02-21
banbaloo,5Y-8TNB-GV76,635.27,2021-02-22
banbaloo,5Y-8TNB-GV76,468.34,2021-02-23
banbaloo,5Y-8TNB-GV76,534.41,2021-02-24
banbaloo,5Y-8TNB-GV76,333.86,2021-02-25
banbaloo,5Y-8TNB-GV76,504.26,2021-02-26
banbaloo,5Y-8TNB-GV76,470.54,2021-02-27
banbaloo,5Y-8TNB-GV76,268.88,2021-02-28
banbaloo,5Y-8TNB-GV76,837.98,2021-03-01
banbaloo,5Y-8TNB-GV76,536.66,2021-03-02
banbaloo,5Y-8TNB-GV76,267.67,2021-03-03
banbaloo,5Y-8TNB-GV76,302.49,2021-03-04
banbaloo,5Y-8TNB-GV76,535.53,2021-03-05
banbaloo,5Y-8TNB-GV76,637.47,2021-03-06
banbaloo,5Y-8TNB-GV76,602.47,2021-03-07
banbaloo,5Y-8TNB-GV76,469.43,2021-03-08
banbaloo,5Y-8TNB-GV76,500.28,2021-03-09
banbaloo,5Y-8TNB-GV76,469.98,2021-03-10
banbaloo,5Y-8TNB-GV76,300.8,2021-03-11
banbaloo,5Y-8TNB-GV76,402.2,2021-03-12
banbaloo,5Y-8TNB-GV76,336.09,2021-03-13
banbaloo,5Y-8TNB-GV76,533.36,2021-03-14
banbaloo,5Y-8TNB-GV76,434.73,2021-03-15
banbaloo,5Y-8TNB-GV76,435.83,2021-03-16
banbaloo,5Y-8TNB-GV76,436.93,2021-03-17
banbaloo,5Y-8TNB-GV76,403.32,2021-03-18
banbaloo,5Y-8TNB-GV76,402.16,2021-03-19
banbaloo,5Y-8TNB-GV76,431.93,2021-03-20
banbaloo,5Y-8TNB-GV76,571.22,2021-03-21
banbaloo,5Y-8TNB-GV76,369.71,2021-03-22
banbaloo,5Y-8TNB-GV76,334.89,2021-03-23
banbaloo,5Y-8TNB-GV76,336.09,2021-03-24
banbaloo,5Y-8TNB-GV76,604.97,2021-03-25
banbaloo,5Y-8TNB-GV76,334.96,2021-03-26
banbaloo,5Y-8TNB-GV76,163.8,2021-03-27
banbaloo,5Y-8TNB-GV76,619.26,2021-03-28
banbaloo,5Y-8TNB-GV76,491.4,2021-03-29
banbaloo,5Y-8TNB-GV76,262.08,2021-03-30
banbaloo,5Y-8TNB-GV76,458.63,2021-03-31
banbaloo,5Y-8TNB-GV76,326.53,2021-04-01
banbaloo,5Y-8TNB-GV76,131.04,2021-04-02
banbaloo,5Y-8TNB-GV76,196.56,2021-04-03
banbaloo,5Y-8TNB-GV76,65.52,2021-04-04
banbaloo,5Y-8TNB-GV76,522.03,2021-04-05
banbaloo,5Y-8TNB-GV76,424.78,2021-04-06
banbaloo,5Y-8TNB-GV76,425.87,2021-04-07
banbaloo,5Y-8TNB-GV76,425.88,2021-04-08
banbaloo,5Y-8TNB-GV76,290.86,2021-04-09
banbaloo,5Y-8TNB-GV76,262.08,2021-04-10
banbaloo,5Y-8TNB-GV76,619.99,2021-04-11
banbaloo,5Y-8TNB-GV76,491.39,2021-04-12
banbaloo,5Y-8TNB-GV76,360.35,2021-04-13
banbaloo,5Y-8TNB-GV76,325.48,2021-04-14
banbaloo,5Y-8TNB-GV76,261.02,2021-04-15
banbaloo,5Y-8TNB-GV76,425.87,2021-04-16
banbaloo,5Y-8TNB-GV76,293.74,2021-04-17
banbaloo,5Y-8TNB-GV76,291.62,2021-04-18
banbaloo,5Y-8TNB-GV76,490.22,2021-04-19
banbaloo,5Y-8TNB-GV76,391.21,2021-04-20
banbaloo,5Y-8TNB-GV76,293.49,2021-04-21
banbaloo,5Y-8TNB-GV76,263,2021-04-22
banbaloo,5Y-8TNB-GV76,195.5,2021-04-23
banbaloo,5Y-8TNB-GV76,456.52,2021-04-24
banbaloo,5Y-8TNB-GV76,327.6,2021-04-25
banbaloo,5Y-8TNB-GV76,161.27,2021-04-26
banbaloo,5Y-8TNB-GV76,223.44,2021-04-27
banbaloo,5Y-8TNB-GV76,189.71,2021-04-28
banbaloo,5Y-8TNB-GV76,350.34,2021-04-29
banbaloo,5Y-8TNB-GV76,189.95,2021-04-30
banbaloo,5Y-8TNB-GV76,283.65,2021-05-01
banbaloo,5Y-8TNB-GV76,494.98,2021-05-02
banbaloo,5Y-8TNB-GV76,402.76,2021-05-03
banbaloo,5Y-8TNB-GV76,278.1,2021-05-04
banbaloo,5Y-8TNB-GV76,495.35,2021-05-05
banbaloo,5Y-8TNB-GV76,430.04,2021-05-06
banbaloo,5Y-8TNB-GV76,340.76,2021-05-07
banbaloo,5Y-8TNB-GV76,434.1,2021-05-08
banbaloo,5Y-8TNB-GV76,369.86,2021-05-09
banbaloo,5Y-8TNB-GV76,371.95,2021-05-10
banbaloo,5Y-8TNB-GV76,619.71,2021-05-11
banbaloo,5Y-8TNB-GV76,400.9,2021-05-12
banbaloo,5Y-8TNB-GV76,745.4,2021-05-13
banbaloo,5Y-8TNB-GV76,587.96,2021-05-14
banbaloo,5Y-8TNB-GV76,155.39,2021-05-15
banbaloo,5Y-8TNB-GV76,930.31,2021-05-16
banbaloo,5Y-8TNB-GV76,435.94,2021-05-17
banbaloo,5Y-8TNB-GV76,540.29,2021-05-18
banbaloo,5Y-8TNB-GV76,189.71,2021-05-19
banbaloo,5Y-8TNB-GV76,254.58,2021-05-20
banbaloo,5Y-8TNB-GV76,287.27,2021-05-21
banbaloo,5Y-8TNB-GV76,223.44,2021-05-22
banbaloo,5Y-8TNB-GV76,287.27,2021-05-23
banbaloo,5Y-8TNB-GV76,444.27,2021-05-24
banbaloo,5Y-8TNB-GV76,191.26,2021-05-25
banbaloo,5Y-8TNB-GV76,94.98,2021-05-26
banbaloo,5Y-8TNB-GV76,190.12,2021-05-27
banbaloo,5Y-8TNB-GV76,94.9,2021-05-28
banbaloo,5Y-8TNB-GV76,446.88,2021-05-29
banbaloo,5Y-8TNB-GV76,254.58,2021-05-30
banbaloo,5Y-8TNB-GV76,223.44,2021-05-31
banbaloo,5Y-8TNB-GV76,478.54,2021-06-01
banbaloo,5Y-8TNB-GV76,159.34,2021-06-02
banbaloo,5Y-8TNB-GV76,319.2,2021-06-03
banbaloo,5Y-8TNB-GV76,537.68,2021-06-04
banbaloo,5Y-8TNB-GV76,509.76,2021-06-05
banbaloo,5Y-8TNB-GV76,510.71,2021-06-06
banbaloo,5Y-8TNB-GV76,287.28,2021-06-07
banbaloo,5Y-8TNB-GV76,381.48,2021-06-08
banbaloo,5Y-8TNB-GV76,414.44,2021-06-09
banbaloo,5Y-8TNB-GV76,31.92,2021-06-10
banbaloo,5Y-8TNB-GV76,285.39,2021-06-11
banbaloo,5Y-8TNB-GV76,159.42,2021-06-12
banbaloo,5Y-8TNB-GV76,733.12,2021-06-13
banbaloo,5Y-8TNB-GV76,381.73,2021-06-14
banbaloo,5Y-8TNB-GV76,223.43,2021-06-15
banbaloo,5Y-8TNB-GV76,287.28,2021-06-16
banbaloo,5Y-8TNB-GV76,285.21,2021-06-17
banbaloo,5Y-8TNB-GV76,223.44,2021-06-18
banbaloo,5Y-8TNB-GV76,158.82,2021-06-19
banbaloo,5Y-8TNB-GV76,223.44,2021-06-20
banbaloo,5Y-8TNB-GV76,698.05,2021-06-21
banbaloo,5Y-8TNB-GV76,253.55,2021-06-22
banbaloo,5Y-8TNB-GV76,286.36,2021-06-23
banbaloo,5Y-8TNB-GV76,223.44,2021-06-24
banbaloo,5Y-8TNB-GV76,285.97,2021-06-25
banbaloo,5Y-8TNB-GV76,350.09,2021-06-26
banbaloo,5Y-8TNB-GV76,504.73,2021-06-27
banbaloo,5Y-8TNB-GV76,702.37,2021-06-28
banbaloo,5Y-8TNB-GV76,700.68,2021-06-29
banbaloo,5Y-8TNB-GV76,644.47,2021-06-30
banbaloo,5Y-8TNB-GV76,236.21,2021-07-01
banbaloo,5Y-8TNB-GV76,191.49,2021-07-02
banbaloo,5Y-8TNB-GV76,127.68,2021-07-03
banbaloo,5Y-8TNB-GV76,950.12,2021-07-04
banbaloo,5Y-8TNB-GV76,784.29,2021-07-05
banbaloo,5Y-8TNB-GV76,695.37,2021-07-06
banbaloo,5Y-8TNB-GV76,982.51,2021-07-07
banbaloo,5Y-8TNB-GV76,523.49,2021-07-08
banbaloo,5Y-8TNB-GV76,810.35,2021-07-09
banbaloo,5Y-8TNB-GV76,542.64,2021-07-10
banbaloo,5Y-8TNB-GV76,974.91,2021-07-11
banbaloo,5Y-8TNB-GV76,516.79,2021-07-12
banbaloo,5Y-8TNB-GV76,898.9,2021-07-13
banbaloo,5Y-8TNB-GV76,894.15,2021-07-14
banbaloo,5Y-8TNB-GV76,616.55,2021-07-15
banbaloo,5Y-8TNB-GV76,333.83,2021-07-16
banbaloo,5Y-8TNB-GV76,366.58,2021-07-17
banbaloo,5Y-8TNB-GV76,444.57,2021-07-18
banbaloo,5Y-8TNB-GV76,563.78,2021-07-19
banbaloo,5Y-8TNB-GV76,620.83,2021-07-20
banbaloo,5Y-8TNB-GV76,444.57,2021-07-21
banbaloo,5Y-8TNB-GV76,307.94,2021-07-22
banbaloo,5Y-8TNB-GV76,38.99,2021-07-23
banbaloo,5Y-8TNB-GV76,32.76,2021-07-24
banbaloo,5Y-8TNB-GV76,65.52,2021-07-25
banbaloo,5Y-8TNB-GV76,589.67,2021-07-26
banbaloo,5Y-8TNB-GV76,708.73,2021-07-27
banbaloo,5Y-8TNB-GV76,581.83,2021-07-28
banbaloo,5Y-8TNB-GV76,583.65,2021-07-29
banbaloo,5Y-8TNB-GV76,379.9,2021-07-30
banbaloo,5Y-8TNB-GV76,432.1,2021-07-31
banbaloo,5Y-8TNB-GV76,831.46,2021-08-01
banbaloo,5Y-8TNB-GV76,720.72,2021-08-02
banbaloo,5Y-8TNB-GV76,889.13,2021-08-03
banbaloo,5Y-8TNB-GV76,522.82,2021-08-04
banbaloo,5Y-8TNB-GV76,400.7,2021-08-05
banbaloo,5Y-8TNB-GV76,294.84,2021-08-06
banbaloo,5Y-8TNB-GV76,575.6,2021-08-07
banbaloo,5Y-8TNB-GV76,733.24,2021-08-08
banbaloo,5Y-8TNB-GV76,563.7,2021-08-09
banbaloo,5Y-8TNB-GV76,628.67,2021-08-10
banbaloo,5Y-8TNB-GV76,262.08,2021-08-11
banbaloo,5Y-8TNB-GV76,778.4,2021-08-12
banbaloo,5Y-8TNB-GV76,510.09,2021-08-13
banbaloo,5Y-8TNB-GV76,399.35,2021-08-14
banbaloo,5Y-8TNB-GV76,405.57,2021-08-15
banbaloo,5Y-8TNB-GV76,733.81,2021-08-16
banbaloo,5Y-8TNB-GV76,718.56,2021-08-17
banbaloo,5Y-8TNB-GV76,395.86,2021-08-18
banbaloo,5Y-8TNB-GV76,867.04,2021-08-19
banbaloo,5Y-8TNB-GV76,308.87,2021-08-20
banbaloo,5Y-8TNB-GV76,214.55,2021-08-21
banbaloo,5Y-8TNB-GV76,578.06,2021-08-22
banbaloo,5Y-8TNB-GV76,456.06,2021-08-23
banbaloo,5Y-8TNB-GV76,584.26,2021-08-24
banbaloo,5Y-8TNB-GV76,302.48,2021-08-25
banbaloo,5Y-8TNB-GV76,654.15,2021-08-26
banbaloo,5Y-8TNB-GV76,676.87,2021-08-27
banbaloo,5Y-8TNB-GV76,738.86,2021-08-28
banbaloo,5Y-8TNB-GV76,168.05,2021-08-29
banbaloo,5Y-8TNB-GV76,201.66,2021-08-30
banbaloo,5Y-8TNB-GV76,235.27,2021-08-31
banbaloo,5Y-8TNB-GV76,268.87,2021-09-01
banbaloo,5Y-8TNB-GV76,134.43,2021-09-02
banbaloo,5Y-8TNB-GV76,336.09,2021-09-03
banbaloo,5Y-8TNB-GV76,369.7,2021-09-04
banbaloo,5Y-8TNB-GV76,571.37,2021-09-05
banbaloo,5Y-8TNB-GV76,672.19,2021-09-06
banbaloo,5Y-8TNB-GV76,571.37,2021-09-07
banbaloo,5Y-8TNB-GV76,571.41,2021-09-08
banbaloo,5Y-8TNB-GV76,369.67,2021-09-09
banbaloo,5Y-8TNB-GV76,403.31,2021-09-10
banbaloo,5Y-8TNB-GV76,369.7,2021-09-11
banbaloo,5Y-8TNB-GV76,537.7,2021-09-12
banbaloo,5Y-8TNB-GV76,705.8,2021-09-13
banbaloo,5Y-8TNB-GV76,504.12,2021-09-14
banbaloo,5Y-8TNB-GV76,436.92,2021-09-15
banbaloo,5Y-8TNB-GV76,369.57,2021-09-16
banbaloo,5Y-8TNB-GV76,235.27,2021-09-17
banbaloo,5Y-8TNB-GV76,436.93,2021-09-18
banbaloo,5Y-8TNB-GV76,512.54,2021-09-19
banbaloo,5Y-8TNB-GV76,458.77,2021-09-20
banbaloo,5Y-8TNB-GV76,564.63,2021-09-21
banbaloo,5Y-8TNB-GV76,388.49,2021-09-22
banbaloo,5Y-8TNB-GV76,352.89,2021-09-23
banbaloo,5Y-8TNB-GV76,247.03,2021-09-24
banbaloo,5Y-8TNB-GV76,282.32,2021-09-25
banbaloo,5Y-8TNB-GV76,423.61,2021-09-26
banbaloo,5Y-8TNB-GV76,388.13,2021-09-27
banbaloo,5Y-8TNB-GV76,388.19,2021-09-28
banbaloo,5Y-8TNB-GV76,493.4,2021-09-29
banbaloo,5Y-8TNB-GV76,423.48,2021-09-30
banbaloo,5Y-8TNB-GV76,247.03,2021-10-01
banbaloo,5Y-8TNB-GV76,386.83,2021-10-02
banbaloo,5Y-8TNB-GV76,317.58,2021-10-03
banbaloo,5Y-8TNB-GV76,419.96,2021-10-04
banbaloo,5Y-8TNB-GV76,670.5,2021-10-05
banbaloo,5Y-8TNB-GV76,325.16,2021-10-06
banbaloo,5Y-8TNB-GV76,360.76,2021-10-07
banbaloo,5Y-8TNB-GV76,321.03,2021-10-08
banbaloo,5Y-8TNB-GV76,540.58,2021-10-09
banbaloo,5Y-8TNB-GV76,216.19,2021-10-10
banbaloo,5Y-8TNB-GV76,184.85,2021-10-11
banbaloo,5Y-8TNB-GV76,295.76,2021-10-12
banbaloo,5Y-8TNB-GV76,443.64,2021-10-13
banbaloo,5Y-8TNB-GV76,517.56,2021-10-14
banbaloo,5Y-8TNB-GV76,184.85,2021-10-15
banbaloo,5Y-8TNB-GV76,369.7,2021-10-16
banbaloo,5Y-8TNB-GV76,813.34,2021-10-17
banbaloo,5Y-8TNB-GV76,517.57,2021-10-18
banbaloo,5Y-8TNB-GV76,332.73,2021-10-19
banbaloo,5Y-8TNB-GV76,221.78,2021-10-20
banbaloo,5Y-8TNB-GV76,406.66,2021-10-21
banbaloo,5Y-8TNB-GV76,369.7,2021-10-22
banbaloo,5Y-8TNB-GV76,184.85,2021-10-23
banbaloo,5Y-8TNB-GV76,480.61,2021-10-24
banbaloo,5Y-8TNB-GV76,443.64,2021-10-25
banbaloo,5Y-8TNB-GV76,443.64,2021-10-26
banbaloo,5Y-8TNB-GV76,264.67,2021-10-27
banbaloo,5Y-8TNB-GV76,415.9,2021-10-28
banbaloo,5Y-8TNB-GV76,264.67,2021-10-29
banbaloo,5Y-8TNB-GV76,189.04,2021-10-30
banbaloo,5Y-8TNB-GV76,453.71,2021-10-31
banbaloo,5Y-8TNB-GV76,151.24,2021-11-01
banbaloo,5Y-8TNB-GV76,302.47,2021-11-02
banbaloo,5Y-8TNB-GV76,264.66,2021-11-03
banbaloo,5Y-8TNB-GV76,415.87,2021-11-04
banbaloo,5Y-8TNB-GV76,340.28,2021-11-05
banbaloo,5Y-8TNB-GV76,302.48,2021-11-06
banbaloo,5Y-8TNB-GV76,415.9,2021-11-07
banbaloo,5Y-8TNB-GV76,416.06,2021-11-08
banbaloo,5Y-8TNB-GV76,151.22,2021-11-09
banbaloo,5Y-8TNB-GV76,491.54,2021-11-10
banbaloo,5Y-8TNB-GV76,151.23,2021-11-11
banbaloo,5Y-8TNB-GV76,415.91,2021-11-12
banbaloo,5Y-8TNB-GV76,491.54,2021-11-13
banbaloo,5Y-8TNB-GV76,378.1,2021-11-14
banbaloo,5Y-8TNB-GV76,264.99,2021-11-15
banbaloo,5Y-8TNB-GV76,189.05,2021-11-16
banbaloo,5Y-8TNB-GV76,226.86,2021-11-17
banbaloo,5Y-8TNB-GV76,340.29,2021-11-18
banbaloo,5Y-8TNB-GV76,226.86,2021-11-19
banbaloo,5Y-8TNB-GV76,340.28,2021-11-20
banbaloo,5Y-8TNB-GV76,378.06,2021-11-21
banbaloo,5Y-8TNB-GV76,340.28,2021-11-22
banbaloo,5Y-8TNB-GV76,302.48,2021-11-23
banbaloo,5Y-8TNB-GV76,264.67,2021-11-24
banbaloo,5Y-8TNB-GV76,323.51,2021-11-25
banbaloo,5Y-8TNB-GV76,172.24,2021-11-26
banbaloo,5Y-8TNB-GV76,71.42,2021-11-27
banbaloo,5Y-8TNB-GV76,319.25,2021-11-28
banbaloo,5Y-8TNB-GV76,466.44,2021-11-29
banbaloo,5Y-8TNB-GV76,457.93,2021-11-30
banbaloo,5Y-8TNB-GV76,403.32,2021-12-01
banbaloo,5Y-8TNB-GV76,403.38,2021-12-02
banbaloo,5Y-8TNB-GV76,470.67,2021-12-03
banbaloo,5Y-8TNB-GV76,403.32,2021-12-04
banbaloo,5Y-8TNB-GV76,268.87,2021-12-05
banbaloo,5Y-8TNB-GV76,537.75,2021-12-06
banbaloo,5Y-8TNB-GV76,672.19,2021-12-07
banbaloo,5Y-8TNB-GV76,672.18,2021-12-08
banbaloo,5Y-8TNB-GV76,672.21,2021-12-09
banbaloo,5Y-8TNB-GV76,604.98,2021-12-10
banbaloo,5Y-8TNB-GV76,571.36,2021-12-11
banbaloo,5Y-8TNB-GV76,739.42,2021-12-12
banbaloo,5Y-8TNB-GV76,537.75,2021-12-13
banbaloo,5Y-8TNB-GV76,504.12,2021-12-14
banbaloo,5Y-8TNB-GV76,537.76,2021-12-15
banbaloo,5Y-8TNB-GV76,504.28,2021-12-16
banbaloo,5Y-8TNB-GV76,604.98,2021-12-17
banbaloo,5Y-8TNB-GV76,504.15,2021-12-18
banbaloo,5Y-8TNB-GV76,638.58,2021-12-19
banbaloo,5Y-8TNB-GV76,739.38,2021-12-20
banbaloo,5Y-8TNB-GV76,504.14,2021-12-21
banbaloo,5Y-8TNB-GV76,134.44,2021-12-22
